LocationTime,LOCATION,TIME,Suicide_Val_MEN,Suicide_Val_TOT,Suicide_Val_WOMEN,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
ESP-2010,ESP,2010,10.9,6.5,2.8,9.8,47.1,31.0,80.1,242.5,0.0,31.0,1.2,1705.8
ESP-2011,ESP,2011,10.6,6.5,2.9,9.6,46.0,31.9,79.2,251.3,52.7,30.5,1.3,1710.7
ESP-2012,ESP,2012,11.6,7.1,3.2,9.4,45.3,32.6,77.5,263.8,59.6,29.5,1.3,1696.7
ESP-2013,ESP,2013,12.3,7.8,3.8,9.2,44.5,33.7,76.4,277.7,57.8,28.0,1.3,1689.8
ESP-2014,ESP,2014,12.4,7.8,3.8,9.5,43.4,34.7,77.2,294.1,56.3,28.0,1.3,1690.6
ESP-2015,ESP,2015,11.3,7.2,3.6,10.4,42.6,35.1,78.5,299.1,54.6,26.0,1.2,1694.2
ESP-2016,ESP,2016,11.1,7.1,3.5,10.8,41.7,35.7,79.8,308.9,51.2,26.0,1.2,1701.5
ESP-2017,ESP,2017,11.2,7.2,3.7,10.8,40.9,36.4,80.9,336.9,50.3,25.0,1.3,1692.4
ESP-2018,ESP,2018,10.8,6.9,3.5,10.4,39.9,37.3,81.6,351.0,49.4,24.0,24.2,1697.6
ESP-2019,ESP,2019,11.3,7.1,3.4,10.8,38.7,38.6,81.9,355.8,48.9,23.0,24.7,1682.9
ESP-2020,ESP,2020,11.8,7.5,3.7,7.8,37.1,39.7,79.9,341.2,48.4,19.0,0.0,1569.7
EST-1990,EST,1990,49.5,30.3,15.2,9.8,50.3,31.9,79.2,213.0,47.1,27.5,1.8,0.0
EST-1991,EST,1991,53.0,30.2,13.6,9.1,49.4,32.6,77.5,220.0,46.0,0.0,1.8,0.0
EST-1992,EST,1992,61.1,35.3,15.6,7.8,48.9,33.7,76.4,232.7,45.3,30.9,1.8,0.0
EST-1993,EST,1993,75.4,41.7,16.0,8.1,48.4,34.7,77.2,239.4,44.5,42.0,1.8,0.0
EST-1994,EST,1994,81.0,44.5,15.4,8.2,47.1,35.1,78.5,247.6,43.4,37.0,1.9,0.0
EST-1995,EST,1995,78.1,43.7,16.6,8.3,46.0,35.7,79.8,237.0,42.6,35.5,0.0,0.0
EST-1996,EST,1996,77.9,41.9,15.0,8.0,45.3,36.4,80.9,242.5,41.7,34.0,0.1,0.0
EST-1997,EST,1997,75.7,39.4,12.1,8.3,44.5,37.3,82.9,251.3,40.9,32.0,0.1,0.0
EST-1998,EST,1998,68.9,36.0,10.9,8.0,16.5,29.8,81.7,263.8,39.9,31.0,0.1,0.0
EST-1999,EST,1999,66.7,35.5,12.3,8.9,15.7,28.8,80.9,277.7,38.7,31.0,0.1,0.0
EST-2000,EST,2000,48.4,27.5,11.2,9.0,14.8,28.7,79.5,294.1,41.9,30.5,0.1,1884.0
EST-2001,EST,2001,51.2,29.8,11.3,10.1,13.8,29.5,80.2,299.1,0.0,29.5,0.6,1877.0
EST-2002,EST,2002,49.5,27.3,9.7,12.0,13.2,29.4,81.8,57.0,42.6,28.0,0.6,1879.0
EST-2003,EST,2003,45.6,25.0,8.6,11.8,12.4,29.6,80.2,62.7,59.6,28.0,0.9,1884.0
EST-2004,EST,2004,44.0,24.0,8.0,11.5,11.7,30.7,82.1,76.9,57.8,26.0,0.9,1892.0
EST-2005,EST,2005,36.3,20.1,6.8,13.0,11.3,33.0,84.1,83.5,56.3,26.0,1.1,1913.0
EST-2006,EST,2006,30.9,17.8,6.9,13.4,11.7,33.1,87.6,85.1,54.6,25.0,1.1,1906.0
EST-2007,EST,2007,36.6,18.8,5.8,14.8,11.2,33.1,87.3,99.8,51.2,24.0,0.1,1903.0
EST-2008,EST,2008,31.5,17.7,6.9,14.2,11.7,34.2,85.8,107.2,50.3,23.0,0.1,1874.0
EST-2009,EST,2009,36.4,19.8,6.3,11.9,11.3,36.1,82.7,104.3,49.4,19.0,0.1,1745.0
EST-2010,EST,2010,29.6,16.2,5.3,11.4,10.9,35.4,79.6,116.0,48.9,26.2,0.1,1785.0
EST-2011,EST,2011,29.5,15.7,5.2,12.0,11.0,36.9,79.9,117.0,48.4,0.0,0.1,1827.0
EST-2012,EST,2012,31.8,17.2,5.5,12.1,10.1,37.6,82.3,126.0,47.1,26.0,0.1,1796.0
EST-2013,EST,2013,29.3,15.9,5.6,11.9,9.5,37.3,83.0,141.6,46.0,0.0,0.1,1777.0
EST-2014,EST,2014,32.6,17.7,6.2,11.1,11.9,37.5,84.0,161.6,45.3,22.1,0.1,1771.0
EST-2015,EST,2015,27.0,14.5,4.6,10.6,11.4,38.0,85.7,172.7,44.5,0.0,0.1,1763.0
EST-2016,EST,2016,24.4,13.3,4.7,10.2,11.1,38.8,84.9,186.2,43.4,21.3,0.1,1767.0
EST-2017,EST,2017,28.4,16.5,6.9,10.3,11.3,39.7,85.7,203.3,42.6,0.0,0.1,1768.0
EST-2018,EST,2018,25.1,14.0,5.5,10.0,10.8,41.1,85.1,216.8,41.7,17.2,17.5,1707.2
EST-2019,EST,2019,24.5,14.1,5.3,10.4,9.9,41.4,86.6,217.8,40.9,0.0,17.7,1694.4
EST-2020,EST,2020,26.9,15.2,6.2,10.5,9.3,42.2,85.2,216.0,39.9,17.9,0.0,1637.2
FIN-1990,FIN,1990,51.6,30.6,12.5,9.5,10.9,33.1,79.6,91.3,38.7,25.9,1.2,1671.0
FIN-1991,FIN,1991,51.0,30.2,12.0,9.2,11.0,33.1,79.9,95.8,38.4,27.0,1.2,1652.0
FIN-1992,FIN,1992,48.2,28.9,11.5,8.9,10.1,34.2,82.3,101.3,40.8,26.0,1.1,1652.0
FIN-1993,FIN,1993,46.6,27.8,11.4,8.4,9.5,36.1,83.0,109.6,39.1,23.9,1.6,1651.0
FIN-1994,FIN,1994,44.9,27.4,11.9,8.2,11.9,35.4,84.0,111.4,41.7,22.7,1.5,1671.0
FIN-1995,FIN,1995,44.4,27.3,11.9,8.3,11.4,36.9,85.7,139.4,44.1,24.0,1.5,1677.0
FIN-1996,FIN,1996,39.3,24.3,10.8,8.2,11.1,37.6,84.9,146.9,42.4,22.4,1.5,1675.0
FIN-1997,FIN,1997,42.4,25.8,10.7,8.6,11.3,37.3,85.7,150.9,42.4,24.1,1.4,1671.0
FIN-1998,FIN,1998,39.7,23.9,10.1,8.6,10.8,37.5,85.1,152.1,43.4,25.1,1.4,1661.0
FIN-1999,FIN,1999,38.9,23.4,9.6,8.6,0.0,38.0,86.6,164.7,42.5,23.2,1.3,1661.0
FIN-2000,FIN,2000,34.9,22.4,11.0,8.6,26.8,38.8,84.4,171.1,63.6,23.4,1.3,1650.0
FIN-2001,FIN,2001,37.1,23.1,10.0,9.0,0.0,39.7,0.0,177.0,44.1,23.8,1.3,1636.0
FIN-2002,FIN,2002,33.4,21.0,10.1,9.2,0.0,0.0,0.0,191.5,45.3,23.4,1.3,1628.0
FIN-2003,FIN,2003,32.3,20.4,9.6,9.3,24.0,33.2,85.0,195.0,45.0,22.2,1.4,1623.0
FIN-2004,FIN,2004,32.3,20.3,9.4,9.9,22.4,34.2,84.2,206.8,45.3,23.0,1.3,1624.0
FIN-2005,FIN,2005,28.6,18.6,9.9,10.0,21.2,34.6,84.1,213.1,49.2,21.8,1.3,1613.0
FIN-2006,FIN,2006,31.1,19.9,9.4,10.1,20.4,35.1,85.0,216.7,47.7,21.4,1.3,1608.0
FIN-2007,FIN,2007,29.0,18.5,8.9,10.5,19.5,36.4,85.2,236.8,48.9,20.6,1.2,1605.0
FIN-2008,FIN,2008,30.7,19.3,8.6,10.3,18.9,36.6,85.6,252.8,48.8,20.4,1.4,1601.0
FIN-2009,FIN,2009,29.1,19.1,9.9,10.0,18.0,37.3,84.4,254.1,49.3,18.6,1.6,1580.0
FIN-2010,FIN,2010,27.2,17.6,8.5,9.7,17.0,38.1,84.1,270.1,49.7,19.0,1.4,1585.0
FIN-2011,FIN,2011,26.8,16.6,7.2,9.8,16.3,39.3,84.3,276.7,65.0,17.8,1.5,1578.0
FIN-2012,FIN,2012,24.6,15.9,7.7,9.3,15.2,39.7,84.4,283.3,58.0,17.0,1.5,1568.0
FIN-2013,FIN,2013,24.9,16.1,7.9,9.1,14.1,40.5,83.8,297.2,49.9,15.8,1.5,1560.0
FIN-2014,FIN,2014,22.3,14.3,6.8,8.8,13.5,41.8,83.5,297.9,52.1,15.4,1.5,1558.0
FIN-2016,FIN,2016,22.6,14.1,6.1,8.4,12.1,43.6,83.3,333.9,56.0,15.0,1.5,1555.0
FIN-2017,FIN,2017,22.3,14.8,7.5,8.4,11.9,44.3,84.9,339.9,67.6,13.0,1.3,1548.9
FIN-2018,FIN,2018,22.4,14.4,6.9,8.4,10.9,45.2,86.7,341.0,55.0,14.0,0.1,1546.4
FIN-2019,FIN,2019,20.6,13.4,6.4,8.2,9.7,45.9,86.4,331.4,57.0,13.0,29.1,1538.4
FRA-1990,FRA,1990,34.1,21.5,11.5,15.4,0.0,0.0,0.0,125.5,29.7,31.0,2.0,1645.0
FRA-1991,FRA,1991,33.5,21.4,11.6,15.4,49.5,15.1,84.8,135.4,29.8,31.0,2.0,1638.0
FRA-1992,FRA,1992,34.0,21.4,11.2,15.4,46.0,16.0,83.9,141.3,30.9,29.0,2.1,1635.0
FRA-1993,FRA,1993,35.0,22.2,11.8,14.7,0.0,0.0,0.0,150.0,31.5,29.0,2.1,1627.0
FRA-1994,FRA,1994,34.6,21.6,10.9,14.6,42.2,17.8,81.8,158.7,30.5,28.0,2.2,1623.0
FRA-1995,FRA,1995,33.3,21.0,10.9,14.5,40.9,18.6,82.0,154.0,33.4,29.0,2.3,1601.0
FRA-1996,FRA,1996,31.3,19.9,10.5,14.5,0.0,0.0,0.0,159.6,35.2,24.0,2.4,1597.0
FRA-1997,FRA,1997,30.9,19.5,10.2,14.3,40.5,20.0,81.3,163.6,33.4,28.0,2.3,1596.0
FRA-1998,FRA,1998,30.0,18.6,9.3,14.5,39.3,20.6,81.6,170.4,34.4,28.0,2.3,1585.0
FRA-1999,FRA,1999,28.5,18.0,9.5,14.4,38.1,21.5,81.8,178.5,0.0,28.0,2.3,1578.0
FRA-2000,FRA,2000,30.3,18.8,9.4,13.9,37.8,21.6,83.2,196.9,36.2,30.0,2.7,1558.0
FRA-2001,FRA,2001,28.8,18.0,9.1,14.1,36.1,23.0,83.7,209.8,0.0,0.0,2.7,1538.0
FRA-2002,FRA,2002,28.7,18.1,9.4,13.9,35.2,24.0,83.3,226.4,37.5,28.0,2.8,1504.0
FRA-2003,FRA,2003,29.5,18.3,9.1,13.4,34.8,23.9,83.3,224.0,0.0,26.0,2.8,1507.0
FRA-2004,FRA,2004,28.4,18.0,9.4,13.1,34.2,24.4,82.9,232.0,34.7,27.0,2.8,1531.0
FRA-2005,FRA,2005,28.0,17.7,9.1,12.9,33.2,25.4,83.0,239.8,0.0,27.0,3.0,1532.0
FRA-2006,FRA,2006,26.9,17.0,8.7,13.1,32.6,26.2,83.0,269.9,49.0,27.0,3.3,1515.0
FRA-2007,FRA,2007,26.0,16.3,8.3,12.9,31.5,26.6,83.4,283.3,0.0,27.0,3.2,1537.0
FRA-2008,FRA,2008,26.4,16.5,8.3,12.5,30.4,27.2,84.6,300.9,39.2,26.0,3.2,1543.0
FRA-2009,FRA,2009,26.6,16.7,8.2,12.6,29.7,28.6,83.5,312.5,0.0,26.0,3.4,1531.0
FRA-2010,FRA,2010,26.0,16.3,8.2,12.3,29.2,29.0,83.6,328.9,42.9,25.0,3.4,1540.0
FRA-2011,FRA,2011,26.2,16.2,7.7,12.4,28.4,29.8,83.9,341.8,0.0,26.0,3.5,1546.0
FRA-2012,FRA,2012,24.4,15.1,7.1,12.2,27.5,30.9,84.4,351.6,44.4,25.0,3.5,1541.0
FRA-2013,FRA,2013,23.9,14.8,6.9,11.6,25.2,32.1,84.4,280.2,0.0,25.0,3.6,1526.0
FRA-2014,FRA,2014,21.9,13.5,6.4,12.0,22.7,33.5,83.8,281.4,46.1,25.0,3.6,1518.0
FRA-2015,FRA,2015,22.6,13.6,6.0,11.9,22.5,34.1,83.9,278.8,49.0,23.0,3.6,1519.5
FRA-2016,FRA,2016,20.9,12.7,5.6,11.7,21.9,34.6,85.0,287.4,0.0,22.0,3.6,1522.1
FRA-2017,FRA,2017,17.6,12.3,6.5,11.7,21.6,35.2,85.2,289.5,46.4,22.5,3.6,1507.6
GBR-1990,GBR,1990,13.2,8.3,3.9,9.8,35.7,29.8,83.6,46.5,0.0,20.7,4.7,1617.6
GBR-1991,GBR,1991,12.9,8.1,3.6,9.4,34.9,30.9,83.9,51.8,49.0,18.1,5.6,1614.8
GBR-1992,GBR,1992,13.0,8.2,3.6,9.3,33.8,32.1,84.4,55.9,50.0,0.0,6.2,1582.8
GBR-1993,GBR,1993,12.5,7.8,3.5,9.3,33.2,33.5,84.4,57.3,52.9,0.0,6.3,1577.3
GBR-1994,GBR,1994,12.2,7.6,3.3,9.6,29.1,34.1,83.8,63.1,53.1,0.0,6.3,1586.4
GBR-1995,GBR,1995,12.0,7.5,3.2,9.3,0.0,34.6,83.9,63.7,54.5,0.0,5.8,1586.4
GBR-1996,GBR,1996,11.3,7.2,3.3,9.8,0.0,35.2,0.0,67.7,56.2,16.4,5.8,1586.4
GBR-1997,GBR,1997,11.3,7.1,3.2,10.0,40.9,22.6,87.2,134.5,56.9,0.0,6.2,1586.4
GBR-1998,GBR,1998,11.9,7.5,3.3,9.8,39.9,23.8,87.1,138.5,57.7,27.0,6.1,1581.9
GBR-1999,GBR,1999,12.0,7.6,3.3,10.3,38.4,24.9,87.7,143.1,57.9,0.0,6.2,1572.7
GBR-2001,GBR,2001,11.3,7.1,3.1,10.8,37.2,26.1,88.2,162.3,61.6,27.0,6.6,1562.6
GBR-2002,GBR,2002,11.1,7.0,3.1,11.1,35.7,26.8,87.6,165.8,60.6,26.0,6.0,1543.4
GBR-2003,GBR,2003,10.7,6.7,3.0,11.3,34.9,28.0,87.8,187.1,60.5,26.0,6.0,1534.2
GBR-2004,GBR,2004,11.0,7.0,3.3,11.6,33.8,29.3,87.7,188.7,61.8,25.0,5.8,1533.8
GBR-2005,GBR,2005,10.5,6.7,3.2,11.4,33.2,29.7,88.0,180.1,60.5,24.0,5.9,1544.0
GBR-2006,GBR,2006,10.8,6.8,3.0,11.0,29.1,34.2,87.5,192.9,61.6,22.0,5.9,1536.4
GBR-2007,GBR,2007,10.2,6.4,2.8,11.1,27.8,35.5,87.4,194.9,60.8,21.0,5.2,1541.2
GBR-2008,GBR,2008,11.1,7.0,3.1,10.8,28.4,35.2,85.0,210.5,61.4,21.0,5.5,1524.9
GBR-2009,GBR,2009,11.0,6.9,2.9,10.1,26.3,37.0,84.5,222.4,61.3,21.0,5.9,1516.3
GBR-2010,GBR,2010,10.6,6.7,3.0,10.1,24.9,38.2,84.2,231.5,62.8,20.0,6.3,1507.2
GBR-2011,GBR,2011,11.2,7.0,3.0,9.9,23.2,39.4,83.2,235.5,61.7,20.0,6.3,1515.4
GBR-2012,GBR,2012,11.4,7.0,2.9,9.6,21.9,41.0,84.1,246.9,61.9,20.0,6.4,1531.1
GBR-2013,GBR,2013,12.3,7.6,3.0,9.4,20.8,41.9,84.8,253.9,62.1,19.0,6.3,1533.5
GBR-2014,GBR,2014,11.8,7.5,3.3,9.4,20.8,42.2,84.6,259.4,61.7,19.0,6.1,1542.2
GBR-2015,GBR,2015,11.8,7.6,3.6,9.5,20.4,44.2,85.4,264.4,62.9,17.8,6.1,1525.1
GBR-2016,GBR,2016,11.5,7.4,3.3,9.5,19.3,45.8,85.1,269.1,61.4,16.1,5.8,1541.3
GBR-2017,GBR,2017,11.2,7.1,3.2,9.7,18.8,45.7,85.5,283.6,64.3,16.8,6.4,1535.7
GBR-2018,GBR,2018,12.6,8.1,3.8,9.8,20.7,45.8,86.1,296.8,63.3,16.6,20.3,1536.2
GBR-2019,GBR,2019,13.5,8.6,4.0,9.7,19.9,47.2,86.6,309.3,64.2,15.8,20.6,1537.0
GBR-2020,GBR,2020,12.9,8.4,4.0,9.7,18.3,49.4,86.3,293.4,0.0,14.5,0.0,1363.8
GRC-1990,GRC,1990,5.9,3.6,1.6,10.3,66.0,10.5,82.6,134.5,61.6,0.0,2.0,1975.5
GRC-1991,GRC,1991,6.5,3.9,1.7,10.2,64.4,11.0,81.3,137.7,60.6,12.4,1.8,2004.9
GRC-1992,GRC,1992,6.0,3.6,1.4,10.0,63.5,12.2,80.2,146.9,60.5,11.5,1.8,2031.4
GRC-1993,GRC,1993,6.4,4.1,2.0,10.7,61.0,13.0,80.0,164.0,61.8,11.2,1.8,2051.3
GRC-1994,GRC,1994,5.8,3.5,1.4,10.4,58.7,13.9,80.3,202.3,60.5,11.2,1.8,2018.2
GRC-1995,GRC,1995,6.3,3.6,1.2,10.1,57.5,14.3,80.3,204.2,61.6,12.3,1.8,2000.8
GRC-1996,GRC,1996,5.8,3.4,1.2,9.7,55.8,15.1,80.5,205.2,60.8,14.3,1.8,1999.6
GRC-1997,GRC,1997,6.2,3.5,1.0,9.5,54.5,15.6,80.2,214.7,61.4,16.8,1.8,1998.2
GRC-1998,GRC,1998,6.2,3.8,1.6,9.0,52.2,16.9,80.5,223.6,61.3,0.0,1.8,1998.7
GRC-1999,GRC,1999,5.8,3.5,1.5,9.5,52.2,17.3,80.7,225.7,62.8,13.4,1.9,1995.3
GRC-2000,GRC,2000,5.6,3.5,1.5,8.6,50.7,17.7,80.9,195.2,61.7,12.1,0.0,1997.9
GRC-2001,GRC,2001,5.3,3.0,0.9,8.8,49.8,18.1,80.3,221.9,61.9,11.3,0.1,1991.7
GRC-2002,GRC,2002,4.8,2.9,1.1,8.2,48.2,18.8,81.2,271.4,62.1,10.8,0.1,1984.2
GRC-2003,GRC,2003,5.7,3.3,1.2,8.9,46.5,19.3,81.6,288.6,61.7,10.4,0.1,1982.6
GRC-2004,GRC,2004,5.3,3.1,1.1,9.1,43.4,21.3,81.4,304.7,62.9,10.2,0.1,1974.1
GRC-2005,GRC,2005,5.9,3.5,1.4,9.2,42.3,21.5,81.8,300.6,61.4,10.1,0.1,2025.0
GRC-2006,GRC,2006,5.8,3.4,1.2,8.7,40.8,22.4,83.1,308.6,57.7,9.3,0.6,2014.7
GRC-2007,GRC,2007,4.7,2.8,1.0,8.9,39.9,22.9,82.6,309.7,0.0,9.8,0.6,2001.1
GRC-2008,GRC,2008,5.4,3.1,1.1,8.7,38.7,23.5,82.7,320.6,58.3,28.2,0.9,1996.6
GRC-2009,GRC,2009,5.8,3.3,0.9,8.3,38.5,23.7,82.2,300.3,55.8,25.9,0.9,1972.9
GRC-2010,GRC,2010,5.8,3.2,0.7,8.3,37.3,24.7,79.8,281.4,0.0,0.0,1.1,1931.1
GRC-2011,GRC,2011,6.7,4.0,1.4,7.5,35.4,26.1,74.8,272.7,0.0,0.0,1.1,1950.2
GRC-2012,GRC,2012,7.3,4.3,1.5,7.6,34.2,26.7,71.1,253.6,62.9,25.5,1.1,1989.9
GRC-2013,GRC,2013,7.7,4.6,1.8,7.6,32.8,27.4,69.1,271.6,61.4,0.0,1.2,1996.6
GRC-2014,GRC,2014,8.1,4.9,1.9,7.1,31.7,28.1,68.5,290.6,57.7,24.5,1.1,1949.3
GRC-2015,GRC,2015,7.6,4.6,1.8,6.7,29.8,29.1,68.7,297.2,0.0,0.0,1.1,1935.0
GRC-2016,GRC,2016,7.2,4.1,1.4,6.7,28.3,30.2,70.4,302.6,58.3,23.8,1.0,1942.7
GRC-2017,GRC,2017,7.6,4.5,1.7,6.7,27.3,31.0,71.8,308.7,55.8,0.0,1.0,1946.9
GRC-2018,GRC,2018,8.0,4.9,2.0,6.5,26.6,31.7,74.1,328.3,0.0,0.0,24.1,1961.1
GRC-2019,GRC,2019,7.9,4.6,1.6,6.3,26.0,31.9,76.0,314.2,57.2,22.4,24.0,1916.7
HRV-1990,HRV,1990,44.1,27.0,14.3,0.0,57.5,12.2,0.0,205.2,50.7,0.0,0.0,0.0
HRV-1991,HRV,1991,39.9,25.2,13.7,0.0,55.8,13.0,80.7,214.7,49.8,18.7,1.8,0.0
HRV-1992,HRV,1992,42.6,26.1,12.5,0.0,54.5,13.9,80.9,223.6,48.2,0.0,1.8,0.0
HRV-1993,HRV,1993,40.1,24.8,13.0,0.0,52.2,14.3,80.3,225.7,46.5,17.3,1.8,0.0
HRV-1994,HRV,1994,42.3,25.1,12.1,0.0,52.2,15.1,81.2,195.2,43.4,0.0,1.8,0.0
HRV-1995,HRV,1995,35.4,21.3,10.3,0.0,50.7,15.6,81.6,221.9,42.3,18.2,1.9,1923.3
HRV-1996,HRV,1996,42.7,24.9,11.9,0.0,49.8,16.9,81.4,271.4,40.8,17.5,0.0,1923.2
HRV-1997,HRV,1997,39.2,23.3,11.4,0.0,48.2,17.3,81.8,288.6,39.9,16.2,0.1,1923.2
HRV-1998,HRV,1998,43.5,25.7,12.8,0.0,46.5,17.7,83.1,304.7,37.2,16.3,0.1,1923.1
HRV-1999,HRV,1999,40.7,24.2,11.9,0.0,43.4,18.1,82.6,300.6,35.7,15.7,0.1,1923.1
HRV-2000,HRV,2000,41.3,24.0,10.9,14.1,42.3,18.8,82.7,308.6,34.9,16.1,0.1,1921.5
HRV-2001,HRV,2001,33.1,19.9,9.1,14.6,40.8,19.3,82.2,309.7,33.8,14.9,0.1,1922.7
HRV-2002,HRV,2002,34.4,20.2,9.6,14.8,39.9,21.3,79.8,320.6,33.2,14.0,0.6,1922.9
HRV-2003,HRV,2003,34.3,19.5,7.8,13.8,37.2,21.5,74.8,300.3,29.1,13.1,0.6,1923.9
HRV-2004,HRV,2004,34.0,19.7,9.3,13.1,35.7,22.4,71.1,0.0,27.8,12.5,0.9,1925.7
HRV-2005,HRV,2005,32.4,19.3,9.0,11.6,34.9,22.9,69.1,54.7,28.4,12.0,0.9,1925.6
HRV-2006,HRV,2006,28.5,17.6,8.9,11.8,33.8,23.5,0.0,60.9,26.3,11.3,1.1,1927.7
HRV-2007,HRV,2007,28.9,17.1,7.9,12.3,33.2,23.7,82.1,66.6,24.9,10.3,1.1,1929.7
HRV-2008,HRV,2008,31.1,17.6,7.4,12.3,29.1,24.7,82.4,83.7,48.2,24.1,0.4,1931.2
HRV-2009,HRV,2009,30.6,17.3,6.7,12.1,27.8,26.1,82.6,82.3,46.5,20.7,0.4,1928.0
HRV-2010,HRV,2010,28.7,16.9,7.6,10.7,28.4,26.7,82.0,81.0,43.4,18.1,0.4,1941.8
HRV-2011,HRV,2011,25.4,15.1,7.2,11.0,26.3,27.4,82.7,109.1,42.3,0.0,0.4,1939.2
HRV-2012,HRV,2012,29.3,17.0,7.1,10.6,24.9,28.1,82.9,104.0,40.8,0.0,0.4,1923.0
HRV-2013,HRV,2013,26.5,15.3,5.9,10.4,48.2,29.1,83.0,74.8,39.9,42.0,0.4,1908.5
HRV-2014,HRV,2014,26.3,15.9,7.6,9.5,46.5,27.4,81.8,88.2,0.0,37.0,0.4,1890.6
HRV-2015,HRV,2015,26.8,16.3,7.8,9.6,43.4,28.1,80.4,94.3,17.7,35.5,0.4,1826.6
HRV-2016,HRV,2016,25.5,15.1,6.7,10.0,42.3,29.1,79.9,103.8,18.1,34.0,0.3,1834.4
HRV-2017,HRV,2017,23.4,14.0,6.4,9.7,40.8,30.2,78.8,108.8,18.8,32.0,0.3,1823.6
HRV-2019,HRV,2019,22.9,13.0,4.9,9.6,39.9,31.0,78.6,124.5,19.3,31.0,0.3,1837.8
HUN-1990,HUN,1990,71.4,43.9,22.3,13.9,37.2,31.7,79.3,0.0,21.3,31.0,0.3,2082.0
HUN-1991,HUN,1991,67.5,42.1,21.6,13.3,35.7,31.9,79.7,27.5,21.5,30.5,0.3,2048.0
HUN-1992,HUN,1992,68.7,41.8,20.3,13.0,34.9,12.2,80.1,32.0,22.4,29.5,18.1,2002.0
HUN-1993,HUN,1993,63.9,38.6,18.6,13.1,33.8,14.0,81.8,34.2,22.9,28.0,1.4,2002.0
HUN-1994,HUN,1994,63.9,37.9,17.2,12.9,33.2,14.0,83.0,38.3,23.5,28.0,0.0,2142.0
HUN-1995,HUN,1995,58.4,35.0,16.8,12.2,0.0,14.2,85.0,45.3,23.7,26.0,0.0,1948.0
HUN-1996,HUN,1996,58.3,35.5,17.2,12.5,0.0,0.0,85.1,51.4,24.7,26.0,0.0,1946.0
HUN-1997,HUN,1997,56.8,33.4,15.4,12.3,37.0,12.2,85.8,53.5,26.1,25.0,0.0,1954.3
HUN-1998,HUN,1998,56.1,33.1,14.6,12.2,36.7,13.2,81.0,76.2,26.7,24.0,0.0,1945.1
HUN-1999,HUN,1999,60.9,35.0,15.0,12.2,32.7,13.5,82.1,89.1,27.4,23.0,0.2,1952.4
HUN-2000,HUN,2000,57.9,34.1,15.2,12.0,30.8,14.0,82.4,102.6,28.1,19.0,0.2,1932.4
